striker,total_matches,total_runs_x,balls_faced,not_outs_as_striker,not_outs_as_non_striker,total_not_outs,total_runs_y,dismissed,average,strike_rate,centuries,half_centuries,thirties,0s,1s,2s,3s,4s,6s
M Podosky,8.0,71.0,70.0,0.0,2.0,2.0,71.0,6.0,11.83,101.43,0.0,0.0,0.0,33.0,23.0,7.0,0.0,4.0,3.0
M Prasanna,3.0,24.0,14.0,0.0,1.0,1.0,24.0,2.0,12.0,171.43,0.0,0.0,0.0,4.0,4.0,2.0,0.0,4.0,0.0
M Prasidh Krishna,7.0,9.0,24.0,2.0,6.0,8.0,9.0,-1.0,0.0,37.5,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0
M Pretorius,26.0,261.0,193.0,7.0,5.0,12.0,261.0,14.0,18.64,135.23,0.0,0.0,2.0,79.0,67.0,16.0,0.0,12.0,19.0
M Rawat,11.0,55.0,70.0,2.0,5.0,7.0,55.0,4.0,13.75,78.57,0.0,0.0,0.0,34.0,29.0,2.0,0.0,4.0,1.0
M Renwick,7.0,105.0,98.0,0.0,0.0,0.0,105.0,7.0,15.0,107.14,0.0,0.0,1.0,29.0,52.0,10.0,1.0,3.0,3.0
M Sarenac,5.0,6.0,19.0,0.0,2.0,2.0,6.0,3.0,2.0,31.58,0.0,0.0,0.0,14.0,4.0,1.0,0.0,0.0,0.0
M Shahbaz Butt,4.0,35.0,41.0,0.0,0.0,0.0,35.0,4.0,8.75,85.37,0.0,0.0,0.0,16.0,19.0,4.0,0.0,2.0,0.0
M Shahrukh Khan,30.0,426.0,336.0,4.0,6.0,10.0,426.0,20.0,21.3,126.79,0.0,0.0,2.0,145.0,120.0,17.0,0.0,26.0,28.0
M Shezi,4.0,7.0,10.0,0.0,2.0,2.0,7.0,2.0,3.5,70.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0
M Shumba,27.0,385.0,365.0,4.0,4.0,8.0,385.0,19.0,20.26,105.48,0.0,1.0,2.0,147.0,150.0,31.0,1.0,23.0,13.0
M Sidibe,3.0,5.0,22.0,0.0,0.0,0.0,5.0,3.0,1.67,22.73,0.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,0.0
M Simmons,1.0,18.0,16.0,0.0,1.0,1.0,18.0,0.0,0.0,112.5,0.0,0.0,0.0,5.0,7.0,2.0,1.0,1.0,0.0
M Simpson-Parker,15.0,237.0,245.0,0.0,1.0,1.0,237.0,14.0,16.93,96.73,0.0,2.0,0.0,116.0,81.0,24.0,0.0,18.0,6.0
M Sohel Patel,11.0,96.0,100.0,0.0,0.0,0.0,96.0,11.0,8.73,96.0,0.0,0.0,1.0,61.0,20.0,5.0,0.0,9.0,5.0
M Spoors,9.0,269.0,231.0,1.0,1.0,2.0,269.0,7.0,38.43,116.45,1.0,1.0,1.0,104.0,69.0,22.0,0.0,30.0,6.0
M Stoman,1.0,6.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
M Syahadat Ramli,13.0,212.0,160.0,3.0,1.0,4.0,212.0,9.0,23.56,132.5,0.0,0.0,2.0,58.0,66.0,10.0,0.0,15.0,11.0
M Taniyama,5.0,12.0,22.0,0.0,0.0,0.0,12.0,5.0,2.4,54.55,0.0,0.0,0.0,12.0,8.0,2.0,0.0,0.0,0.0
M Taylor,8.0,165.0,182.0,0.0,0.0,0.0,165.0,8.0,20.62,90.66,0.0,1.0,2.0,113.0,41.0,4.0,0.0,14.0,10.0
M Theekshana,16.0,41.0,56.0,1.0,7.0,8.0,41.0,8.0,5.12,73.21,0.0,0.0,0.0,37.0,11.0,4.0,0.0,1.0,3.0
M Twala,2.0,17.0,19.0,0.0,0.0,0.0,17.0,2.0,8.5,89.47,0.0,0.0,0.0,14.0,1.0,1.0,0.0,2.0,1.0
M Vaik,6.0,40.0,89.0,0.0,0.0,0.0,40.0,6.0,6.67,44.94,0.0,0.0,0.0,52.0,36.0,0.0,0.0,1.0,0.0
M Van Buuren,12.0,344.0,279.0,3.0,0.0,3.0,344.0,9.0,38.22,123.3,0.0,2.0,3.0,82.0,137.0,21.0,3.0,30.0,6.0
M Vijay,114.0,2788.0,2373.0,0.0,5.0,5.0,2788.0,109.0,25.58,117.49,2.0,13.0,24.0,1074.0,748.0,172.0,19.0,260.0,99.0
M Vohra,51.0,1083.0,863.0,0.0,2.0,2.0,1083.0,49.0,22.1,125.49,0.0,3.0,12.0,393.0,249.0,64.0,9.0,104.0,43.0
M Whelan,7.0,60.0,60.0,1.0,0.0,1.0,60.0,6.0,10.0,100.0,0.0,0.0,0.0,28.0,18.0,9.0,0.0,3.0,2.0
M Wright,10.0,240.0,227.0,0.0,1.0,1.0,240.0,9.0,26.67,105.73,0.0,3.0,0.0,85.0,103.0,15.0,1.0,17.0,6.0
M Yunusu Issa,17.0,146.0,109.0,3.0,2.0,5.0,146.0,12.0,12.17,133.94,0.0,0.0,2.0,47.0,30.0,14.0,0.0,10.0,8.0
M Zondeki,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M de Lange,46.0,329.0,257.0,11.0,8.0,19.0,329.0,27.0,12.19,128.02,0.0,0.0,0.0,108.0,87.0,19.0,0.0,27.0,16.0
M van Jaarsveld,13.0,288.0,220.0,1.0,0.0,1.0,288.0,12.0,24.0,130.91,0.0,0.0,3.0,86.0,80.0,15.0,0.0,28.0,11.0
M van Lingen,15.0,297.0,254.0,0.0,0.0,0.0,297.0,15.0,19.8,116.93,0.0,2.0,1.0,131.0,61.0,14.0,2.0,37.0,9.0
MA Agarwal,117.0,2605.0,2022.0,3.0,2.0,5.0,2605.0,112.0,23.26,128.83,1.0,13.0,17.0,802.0,747.0,113.0,4.0,257.0,97.0
MA Aponso,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
MA Ashraf,2.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
MA Baig,5.0,147.0,148.0,0.0,3.0,3.0,147.0,2.0,73.5,99.32,0.0,1.0,1.0,62.0,57.0,13.0,0.0,16.0,0.0
MA Beer,10.0,25.0,32.0,3.0,6.0,9.0,25.0,1.0,25.0,78.12,0.0,0.0,0.0,14.0,14.0,2.0,1.0,1.0,0.0
MA Carberry,57.0,1611.0,1240.0,4.0,2.0,6.0,1611.0,51.0,31.59,129.92,0.0,14.0,8.0,521.0,402.0,78.0,11.0,174.0,54.0
MA Cohen,3.0,21.0,18.0,2.0,0.0,2.0,21.0,1.0,21.0,116.67,0.0,0.0,0.0,6.0,9.0,1.0,0.0,1.0,1.0
MA Jones,29.0,760.0,578.0,0.0,1.0,1.0,760.0,28.0,27.14,131.49,0.0,2.0,10.0,225.0,208.0,38.0,6.0,74.0,27.0
MA Khote,3.0,24.0,22.0,0.0,1.0,1.0,24.0,2.0,12.0,109.09,0.0,0.0,0.0,10.0,8.0,1.0,0.0,2.0,1.0
MA Leask,46.0,622.0,481.0,3.0,4.0,7.0,622.0,39.0,15.95,129.31,0.0,1.0,5.0,187.0,182.0,34.0,0.0,48.0,30.0
MA Ouma,13.0,73.0,94.0,0.0,1.0,1.0,73.0,12.0,6.08,77.66,0.0,0.0,0.0,57.0,21.0,6.0,0.0,10.0,0.0
MA Pollard,25.0,493.0,402.0,1.0,1.0,2.0,493.0,23.0,21.43,122.64,0.0,3.0,3.0,171.0,143.0,22.0,4.0,39.0,23.0
MA Starc,34.0,203.0,210.0,8.0,10.0,18.0,203.0,16.0,12.69,96.67,0.0,0.0,0.0,86.0,84.0,22.0,1.0,15.0,2.0
MA Thornely,1.0,13.0,10.0,0.0,1.0,1.0,13.0,0.0,0.0,130.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0
MA Wallace,28.0,473.0,426.0,0.0,1.0,1.0,473.0,27.0,17.52,111.03,0.0,1.0,5.0,171.0,161.0,38.0,2.0,47.0,7.0
MA Wood,13.0,88.0,89.0,3.0,5.0,8.0,88.0,5.0,17.6,98.88,0.0,0.0,0.0,35.0,38.0,8.0,0.0,7.0,1.0
MAG Boyce,11.0,240.0,226.0,2.0,1.0,3.0,240.0,8.0,30.0,106.19,0.0,0.0,3.0,83.0,102.0,13.0,2.0,25.0,1.0
MB Bacon,6.0,15.0,17.0,1.0,2.0,3.0,15.0,3.0,5.0,88.24,0.0,0.0,0.0,9.0,5.0,2.0,0.0,0.0,1.0
MB Harris,2.0,7.0,6.0,0.0,1.0,1.0,7.0,1.0,7.0,116.67,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0
MB McEwan,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
MB Tambe,11.0,76.0,86.0,1.0,6.0,7.0,76.0,4.0,19.0,88.37,0.0,0.0,0.0,37.0,36.0,7.0,0.0,5.0,1.0
MBS Jonkman,1.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,12.5,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
MC Bascombe,1.0,3.0,9.0,0.0,0.0,0.0,3.0,1.0,3.0,33.33,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0
MC Henriques,195.0,4305.0,3411.0,22.0,23.0,45.0,4305.0,150.0,28.7,126.21,0.0,23.0,31.0,1125.0,1481.0,319.0,31.0,318.0,136.0
MC Juneja,7.0,125.0,134.0,0.0,0.0,0.0,125.0,7.0,17.86,93.28,0.0,0.0,1.0,54.0,61.0,7.0,0.0,11.0,1.0
MC Kleinveldt,1.0,12.0,19.0,0.0,0.0,0.0,12.0,1.0,12.0,63.16,0.0,0.0,0.0,13.0,4.0,0.0,0.0,2.0,0.0
MC Sorensen,9.0,69.0,67.0,2.0,2.0,4.0,69.0,5.0,13.8,102.99,0.0,0.0,0.0,24.0,29.0,10.0,0.0,2.0,2.0
MD Bates (2),5.0,38.0,34.0,2.0,0.0,2.0,38.0,3.0,12.67,111.76,0.0,0.0,0.0,11.0,16.0,3.0,0.0,4.0,0.0
MD Craig,2.0,20.0,20.0,0.0,0.0,0.0,20.0,2.0,10.0,100.0,0.0,0.0,0.0,9.0,7.0,2.0,1.0,0.0,1.0
MD Dai,7.0,103.0,124.0,0.0,0.0,0.0,103.0,7.0,14.71,83.06,0.0,0.0,1.0,46.0,61.0,13.0,0.0,4.0,0.0
MD Fisher,10.0,61.0,47.0,0.0,5.0,5.0,61.0,5.0,12.2,129.79,0.0,0.0,0.0,22.0,15.0,2.0,0.0,3.0,5.0
MD Garratt,2.0,5.0,20.0,0.0,1.0,1.0,5.0,1.0,5.0,25.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,0.0,0.0
MD Gunathilaka,51.0,882.0,751.0,0.0,0.0,0.0,882.0,51.0,17.29,117.44,0.0,3.0,8.0,347.0,227.0,55.0,2.0,90.0,29.0
MD Mishra,17.0,237.0,213.0,1.0,0.0,1.0,237.0,16.0,14.81,111.27,0.0,0.0,2.0,102.0,65.0,14.0,0.0,24.0,8.0
MD Patel,17.0,267.0,224.0,0.0,2.0,2.0,267.0,15.0,17.8,119.2,0.0,0.0,3.0,100.0,76.0,9.0,1.0,29.0,9.0
MD Rae,12.0,54.0,37.0,3.0,5.0,8.0,54.0,4.0,13.5,145.95,0.0,0.0,0.0,14.0,12.0,1.0,0.0,10.0,0.0
MD Shanaka,99.0,1623.0,1357.0,10.0,15.0,25.0,1623.0,74.0,21.93,119.6,0.0,6.0,13.0,586.0,495.0,76.0,0.0,112.0,88.0
MD Stoneman,56.0,1066.0,912.0,3.0,1.0,4.0,1066.0,52.0,20.5,116.89,0.0,7.0,4.0,388.0,304.0,65.0,14.0,128.0,13.0
MD Taylor,19.0,102.0,97.0,3.0,7.0,10.0,102.0,9.0,11.33,105.15,0.0,0.0,0.0,38.0,43.0,5.0,1.0,7.0,3.0
MD du Preez,2.0,62.0,59.0,1.0,1.0,2.0,62.0,0.0,0.0,105.08,0.0,0.0,1.0,24.0,24.0,3.0,2.0,5.0,1.0
MDE Holden,51.0,1273.0,900.0,3.0,3.0,6.0,1273.0,45.0,28.29,141.44,2.0,5.0,11.0,321.0,323.0,73.0,2.0,144.0,37.0
MDK Perera,2.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,0.5,12.5,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
MDKJ Perera,65.0,1674.0,1333.0,0.0,3.0,3.0,1674.0,62.0,27.0,125.58,0.0,13.0,10.0,516.0,495.0,107.0,5.0,155.0,55.0
ME Claydon,24.0,64.0,87.0,7.0,8.0,15.0,64.0,9.0,7.11,73.56,0.0,0.0,0.0,42.0,35.0,5.0,1.0,4.0,0.0
ME Leoela,4.0,12.0,27.0,0.0,2.0,2.0,12.0,2.0,6.0,44.44,0.0,0.0,0.0,18.0,6.0,3.0,0.0,0.0,0.0
ME Milnes,12.0,59.0,43.0,4.0,6.0,10.0,59.0,2.0,29.5,137.21,0.0,0.0,0.0,11.0,19.0,7.0,0.0,5.0,1.0
ME Trescothick,15.0,283.0,258.0,0.0,0.0,0.0,283.0,15.0,18.87,109.69,0.0,2.0,2.0,115.0,89.0,12.0,0.0,41.0,1.0
MEK Hussey,118.0,3470.0,2823.0,12.0,11.0,23.0,3470.0,95.0,36.53,122.92,1.0,25.0,19.0,1038.0,1144.0,207.0,22.0,313.0,99.0
MET Salisbury,5.0,4.0,13.0,1.0,3.0,4.0,4.0,1.0,4.0,30.77,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0
MF Maharoof,20.0,246.0,207.0,2.0,3.0,5.0,246.0,15.0,16.4,118.84,0.0,0.0,2.0,79.0,81.0,22.0,1.0,13.0,11.0
MG Bracewell,66.0,1441.0,1133.0,8.0,11.0,19.0,1441.0,47.0,30.66,127.18,1.0,9.0,6.0,440.0,418.0,93.0,5.0,120.0,57.0
MG Erasmus,43.0,1039.0,852.0,5.0,5.0,10.0,1039.0,33.0,31.48,121.95,1.0,7.0,6.0,332.0,325.0,68.0,6.0,83.0,38.0
MG Finan,6.0,55.0,42.0,1.0,0.0,1.0,55.0,5.0,11.0,130.95,0.0,0.0,0.0,15.0,16.0,4.0,1.0,4.0,2.0
MG Gale,2.0,4.0,10.0,1.0,1.0,2.0,4.0,0.0,0.0,40.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0
MG Hogan,20.0,78.0,78.0,6.0,8.0,14.0,78.0,6.0,13.0,100.0,0.0,0.0,0.0,28.0,40.0,4.0,0.0,3.0,3.0
MG Hughes,2.0,17.0,13.0,0.0,0.0,0.0,17.0,2.0,8.5,130.77,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,1.0
MG Hunter,2.0,28.0,45.0,0.0,0.0,0.0,28.0,2.0,14.0,62.22,0.0,0.0,0.0,27.0,14.0,2.0,0.0,1.0,1.0
MG Johnson,46.0,280.0,271.0,9.0,15.0,24.0,280.0,22.0,12.73,103.32,0.0,0.0,0.0,124.0,93.0,23.0,3.0,18.0,10.0
MG Neser,58.0,564.0,469.0,8.0,12.0,20.0,564.0,38.0,14.84,120.26,0.0,0.0,6.0,185.0,168.0,49.0,4.0,46.0,17.0
MGK Burgess,52.0,754.0,636.0,3.0,8.0,11.0,754.0,41.0,18.39,118.55,0.0,2.0,4.0,216.0,300.0,37.0,0.0,59.0,24.0
MGSM Fernando,3.0,24.0,19.0,0.0,0.0,0.0,24.0,3.0,8.0,126.32,0.0,0.0,0.0,8.0,6.0,2.0,0.0,2.0,1.0
MH Cross,49.0,891.0,785.0,3.0,4.0,7.0,891.0,42.0,21.21,113.5,0.0,3.0,9.0,309.0,323.0,42.0,2.0,88.0,21.0
MH McKiernan,29.0,253.0,182.0,3.0,7.0,10.0,253.0,19.0,13.32,139.01,0.0,0.0,0.0,67.0,67.0,14.0,0.0,23.0,11.0
MH Oman,3.0,5.0,22.0,0.0,1.0,1.0,5.0,2.0,2.5,22.73,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0
MH Wessels,139.0,3873.0,2951.0,7.0,7.0,14.0,3873.0,125.0,30.98,131.24,1.0,19.0,35.0,1116.0,1151.0,142.0,15.0,384.0,142.0
MH Yardy,14.0,141.0,114.0,4.0,5.0,9.0,141.0,5.0,28.2,123.68,0.0,0.0,1.0,40.0,47.0,9.0,0.0,16.0,2.0
MHA Footitt,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MHW Papps,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
MJ Ackerman,12.0,224.0,208.0,0.0,1.0,1.0,224.0,11.0,20.36,107.69,0.0,0.0,2.0,76.0,97.0,10.0,0.0,21.0,3.0
MJ Ansell,6.0,33.0,45.0,0.0,0.0,0.0,33.0,6.0,5.5,73.33,0.0,0.0,0.0,25.0,15.0,2.0,0.0,2.0,1.0
MJ Buchanan,1.0,11.0,18.0,0.0,0.0,0.0,11.0,1.0,11.0,61.11,0.0,0.0,0.0,11.0,5.0,1.0,0.0,1.0,0.0
MJ Clarke,34.0,586.0,586.0,2.0,3.0,5.0,586.0,29.0,20.21,100.0,0.0,1.0,6.0,241.0,236.0,50.0,7.0,41.0,10.0
MJ Cosgrove,70.0,1624.0,1294.0,4.0,2.0,6.0,1624.0,64.0,25.38,125.5,0.0,8.0,18.0,470.0,531.0,74.0,3.0,180.0,36.0
MJ Fisher,2.0,2.0,4.0,0.0,4.0,4.0,2.0,-2.0,0.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
MJ Gibson,2.0,10.0,11.0,0.0,1.0,1.0,10.0,1.0,10.0,90.91,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0
MJ Guptill,257.0,7213.0,5708.0,12.0,11.0,23.0,7213.0,234.0,30.82,126.37,5.0,41.0,55.0,2392.0,2031.0,302.0,21.0,627.0,332.0
MJ Hay,11.0,138.0,108.0,1.0,1.0,2.0,138.0,9.0,15.33,127.78,0.0,0.0,2.0,36.0,49.0,8.0,1.0,7.0,7.0
MJ Henry,39.0,315.0,216.0,4.0,14.0,18.0,315.0,21.0,15.0,145.83,0.0,0.0,2.0,76.0,78.0,25.0,1.0,16.0,20.0
MJ Johnston,6.0,39.0,30.0,2.0,2.0,4.0,39.0,2.0,19.5,130.0,0.0,0.0,0.0,10.0,10.0,7.0,1.0,0.0,2.0
MJ Lamb,9.0,168.0,142.0,1.0,1.0,2.0,168.0,7.0,24.0,118.31,0.0,0.0,2.0,46.0,68.0,10.0,0.0,14.0,4.0
MJ Lumb,107.0,2299.0,1820.0,3.0,1.0,4.0,2299.0,103.0,22.32,126.32,0.0,11.0,20.0,859.0,479.0,125.0,14.0,265.0,78.0
MJ Mason,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
MJ McClenaghan,58.0,212.0,201.0,10.0,15.0,25.0,212.0,33.0,6.42,105.47,0.0,0.0,0.0,101.0,64.0,11.0,0.0,12.0,13.0
MJ Nofal,8.0,85.0,96.0,0.0,2.0,2.0,85.0,6.0,14.17,88.54,0.0,0.0,0.0,36.0,47.0,7.0,0.0,6.0,0.0
MJ North,32.0,820.0,730.0,1.0,4.0,5.0,820.0,27.0,30.37,112.33,0.0,4.0,6.0,276.0,309.0,52.0,5.0,68.0,20.0
MJ Nqolo,11.0,62.0,60.0,2.0,1.0,3.0,62.0,8.0,7.75,103.33,0.0,0.0,0.0,23.0,25.0,6.0,1.0,4.0,1.0
MJ Owen,7.0,50.0,44.0,2.0,2.0,4.0,50.0,3.0,16.67,113.64,0.0,0.0,0.0,20.0,15.0,1.0,1.0,6.0,1.0
MJ Potts,13.0,107.0,81.0,3.0,5.0,8.0,107.0,5.0,21.4,132.1,0.0,0.0,2.0,22.0,41.0,7.0,0.0,7.0,4.0
MJ Prior,13.0,198.0,178.0,2.0,0.0,2.0,198.0,11.0,18.0,111.24,0.0,0.0,2.0,89.0,51.0,8.0,5.0,17.0,8.0
MJ Richardson,53.0,1012.0,951.0,5.0,9.0,14.0,1012.0,39.0,25.95,106.41,0.0,3.0,11.0,382.0,364.0,94.0,12.0,85.0,14.0
MJ Ross,4.0,55.0,41.0,1.0,0.0,1.0,55.0,3.0,18.33,134.15,0.0,0.0,1.0,11.0,21.0,4.0,0.0,2.0,3.0
MJ Santner,120.0,1810.0,1403.0,20.0,26.0,46.0,1810.0,74.0,24.46,129.01,0.0,6.0,12.0,560.0,495.0,115.0,11.0,140.0,82.0
MJ Swepson,26.0,86.0,91.0,7.0,7.0,14.0,86.0,12.0,7.17,94.51,0.0,0.0,0.0,42.0,32.0,9.0,0.0,6.0,2.0
MJ Taylor,1.0,3.0,5.0,0.0,0.0,0.0,3.0,1.0,3.0,60.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
MJ Waite,16.0,103.0,85.0,3.0,3.0,6.0,103.0,10.0,10.3,121.18,0.0,0.0,1.0,30.0,35.0,8.0,0.0,10.0,2.0
MJG Rippon,45.0,644.0,563.0,4.0,9.0,13.0,644.0,32.0,20.12,114.39,0.0,0.0,5.0,198.0,243.0,54.0,5.0,50.0,13.0
MJJ Critchley,89.0,1575.0,1303.0,7.0,10.0,17.0,1575.0,72.0,21.88,120.87,0.0,4.0,15.0,427.0,615.0,93.0,2.0,114.0,52.0
MK Anafie,6.0,77.0,70.0,2.0,0.0,2.0,77.0,4.0,19.25,110.0,0.0,0.0,1.0,36.0,21.0,3.0,0.0,5.0,5.0
MK Andersson,30.0,265.0,245.0,1.0,7.0,8.0,265.0,22.0,12.05,108.16,0.0,0.0,0.0,94.0,103.0,21.0,2.0,18.0,7.0
MK Lomror,25.0,402.0,315.0,1.0,3.0,4.0,402.0,21.0,19.14,127.62,0.0,1.0,4.0,110.0,140.0,20.0,0.0,24.0,21.0
MK McGillivray,4.0,39.0,31.0,1.0,1.0,2.0,39.0,2.0,19.5,125.81,0.0,0.0,0.0,7.0,15.0,7.0,0.0,1.0,1.0
MK O'Riordan,2.0,15.0,16.0,0.0,1.0,1.0,15.0,1.0,15.0,93.75,0.0,0.0,0.0,5.0,9.0,1.0,0.0,1.0,0.0
MK Pandey,189.0,4526.0,3838.0,16.0,29.0,45.0,4526.0,144.0,31.43,117.93,1.0,25.0,35.0,1416.0,1621.0,272.0,15.0,382.0,128.0
MK Tiwary,84.0,1710.0,1506.0,10.0,17.0,27.0,1710.0,57.0,30.0,113.55,0.0,7.0,18.0,577.0,640.0,81.0,8.0,156.0,40.0
ML Bojang,5.0,32.0,33.0,0.0,0.0,0.0,32.0,5.0,6.4,96.97,0.0,0.0,0.0,19.0,6.0,3.0,2.0,2.0,1.0
ML Castillo,4.0,37.0,57.0,0.0,0.0,0.0,37.0,4.0,9.25,64.91,0.0,0.0,0.0,38.0,13.0,1.0,0.0,4.0,1.0
ML Cummins,2.0,10.0,16.0,1.0,1.0,2.0,10.0,0.0,0.0,62.5,0.0,0.0,0.0,11.0,2.0,2.0,0.0,1.0,0.0
ML Hayden,46.0,1533.0,1159.0,1.0,4.0,5.0,1533.0,41.0,37.39,132.27,0.0,12.0,10.0,513.0,343.0,67.0,4.0,174.0,58.0
ML Kostic,7.0,37.0,50.0,0.0,1.0,1.0,37.0,6.0,6.17,74.0,0.0,0.0,0.0,29.0,15.0,1.0,0.0,5.0,0.0
ML Pettini,38.0,1052.0,823.0,1.0,3.0,4.0,1052.0,34.0,30.94,127.83,0.0,8.0,5.0,312.0,308.0,52.0,3.0,128.0,19.0
ML Revis,17.0,205.0,165.0,3.0,2.0,5.0,205.0,12.0,17.08,124.24,0.0,0.0,2.0,52.0,84.0,5.0,1.0,15.0,8.0
ML Turner,3.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.67,33.33,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
ML Udawatte,7.0,71.0,75.0,0.0,0.0,0.0,71.0,7.0,10.14,94.67,0.0,0.0,0.0,35.0,29.0,2.0,0.0,8.0,1.0
MM Ali,185.0,3994.0,2826.0,13.0,14.0,27.0,3994.0,158.0,25.28,141.33,2.0,20.0,30.0,1118.0,1004.0,134.0,4.0,343.0,223.0
MM Baig,4.0,10.0,21.0,0.0,1.0,1.0,10.0,3.0,3.33,47.62,0.0,0.0,0.0,13.0,6.0,2.0,0.0,0.0,0.0
MM Iqbal,2.0,34.0,34.0,0.0,0.0,0.0,34.0,2.0,17.0,100.0,0.0,0.0,1.0,14.0,14.0,2.0,0.0,4.0,0.0
MM Patel,13.0,39.0,42.0,2.0,8.0,10.0,39.0,3.0,13.0,92.86,0.0,0.0,0.0,19.0,17.0,1.0,0.0,5.0,0.0
MM Sarwar,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
MM Sharma,28.0,125.0,129.0,5.0,11.0,16.0,125.0,12.0,10.42,96.9,0.0,0.0,0.0,61.0,46.0,8.0,1.0,9.0,4.0
MM Siddique,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MMR Obili,6.0,21.0,36.0,0.0,2.0,2.0,21.0,4.0,5.25,58.33,0.0,0.0,0.0,18.0,15.0,3.0,0.0,0.0,0.0
MN Erlank,2.0,1.0,7.0,0.0,0.0,0.0,1.0,2.0,0.5,14.29,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
MN Samuels,151.0,3716.0,3220.0,19.0,10.0,29.0,3716.0,122.0,30.46,115.4,1.0,24.0,22.0,1408.0,1167.0,169.0,5.0,315.0,156.0
MN Waller,40.0,712.0,524.0,3.0,7.0,10.0,712.0,30.0,23.73,135.88,0.0,1.0,6.0,182.0,209.0,46.0,1.0,54.0,32.0
MN van Wyk,82.0,2356.0,1895.0,4.0,6.0,10.0,2356.0,72.0,32.72,124.33,1.0,17.0,19.0,797.0,644.0,115.0,14.0,255.0,70.0
MNK Fernando,1.0,5.0,8.0,0.0,0.0,0.0,5.0,1.0,5.0,62.5,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0
MNM Aslam,21.0,342.0,324.0,2.0,1.0,3.0,342.0,18.0,19.0,105.56,0.0,1.0,3.0,130.0,139.0,15.0,1.0,32.0,7.0
MNR Cooray,3.0,99.0,80.0,0.0,1.0,1.0,99.0,2.0,49.5,123.75,0.0,1.0,1.0,38.0,21.0,6.0,0.0,12.0,3.0
MNW Spriegel,11.0,97.0,77.0,1.0,1.0,2.0,97.0,9.0,10.78,125.97,0.0,0.0,1.0,22.0,41.0,1.0,2.0,9.0,2.0
MO Bacarese,3.0,28.0,57.0,0.0,0.0,0.0,28.0,3.0,9.33,49.12,0.0,0.0,0.0,35.0,20.0,1.0,0.0,0.0,1.0
MO Jones,11.0,90.0,110.0,2.0,4.0,6.0,90.0,5.0,18.0,81.82,0.0,0.0,0.0,49.0,47.0,9.0,1.0,1.0,3.0
MO Kain,6.0,71.0,50.0,1.0,0.0,1.0,71.0,5.0,14.2,142.0,0.0,0.0,1.0,14.0,23.0,5.0,0.0,5.0,3.0
